Episode,Reward
261,153849.26006698608
262,160406.91553115845
263,130770.88035202026
264,156686.27103424072
265,147431.30004119873
266,112352.6227645874
267,138193.66082954407
268,159426.87130737305
269,83265.90390014648
270,157678.89668655396
271,66166.02806091309
272,129024.9342842102
273,132661.30152130127
274,138989.05492782593
275,154868.8074913025
276,97019.16060256958
277,117901.93252182007
278,154736.22151184082
279,154137.26342391968
280,105257.02867889404
281,156693.02490997314
282,151567.98331069946
283,143918.62174606323
284,160880.06033706665
285,155780.35036849976
286,156979.15881347656
287,153675.4360923767
288,152711.60159683228
289,159285.76361846924
290,155961.72037506104
291,153707.7893371582
292,149010.30350875854
293,152890.78900527954
294,113952.5477809906
295,143540.12684631348
296,149928.7402458191
297,143965.9084968567
298,151165.26656723022
299,149198.5799446106
300,134594.74181747437
301,139135.09852218628
302,113083.19355010986
303,155517.1058998108
304,155257.6940574646
305,63772.53421211243
306,81153.1666355133
307,121512.69512176514
308,113962.80141448975
309,158137.62326431274
310,152931.84894943237
311,138067.40912246704
312,85727.64059066772
313,107760.53523635864
314,93404.00873184204
315,90367.76478767395
316,110130.7145690918
317,156772.3112487793
318,138724.84074020386
319,159104.0477180481
320,165043.57511520386
321,157073.4993133545
322,145408.77025222778
323,103759.33875465393
324,111079.28489685059
325,90016.8939781189
326,93047.93035697937
327,162459.45280456543
328,159573.42386627197
329,139952.18796920776
330,82280.52038383484
331,135975.6465587616
332,124738.05155563354
333,134862.67687606812
334,162400.8233795166
335,104804.64095306396
336,137542.67837524414
337,123334.26880645752
338,139347.3188972473
339,119529.1210975647
340,107339.60301589966
341,158571.70490646362
342,165779.89610481262
343,155434.97721862793
344,145664.12184906006
345,108068.05641174316
346,153026.0978050232
347,96369.16519927979
348,111743.39879608154
349,141816.5326461792
350,85055.03300476074
351,159695.93306732178
352,113645.47680282593
353,125441.46858978271
354,156038.02508544922
355,103220.38765716553
356,176015.74797821045
357,105152.33744049072
358,153547.14504432678
359,145042.94242477417
360,97252.75089645386
361,120229.53819274902
362,76752.01053237915
363,164230.77834701538
364,138937.50015449524
365,102966.99927902222
366,132564.89436721802
367,147312.93655395508
368,135743.81215286255
369,100915.47914505005
370,98702.96407318115
371,129948.25416374207
372,136606.96057891846
373,93975.84355926514
374,100136.42625808716
375,129939.78092575073
376,113409.24174118042
377,150942.58821105957
378,126286.28957366943
379,123144.5537071228
380,154079.0742931366
381,85426.80041122437
382,95458.48253631592
383,159101.6058731079
384,88372.44180870056
385,142656.77095794678
386,165281.83149147034
387,125652.13372612
388,124054.39600372314
389,139544.0788383484
390,92792.20957183838
391,81759.43494033813
392,148124.714427948
393,119166.19705200195
394,79053.09184646606
395,166190.5445804596
396,135126.5957107544
397,95025.83187484741
398,99229.95961761475
399,151336.36646270752
400,78651.2181930542
401,142786.76550674438
402,134656.5009021759
403,121969.54414176941
404,112054.09017562866
405,121268.44054031372
406,118863.21521759033
407,129969.13967704773
408,114970.34792518616
409,171114.81539154053
410,161328.46395111084
411,154024.48099708557
412,128005.70519256592
413,190847.86004638672
414,173494.09439086914
415,156952.63191986084
416,172862.1976737976
417,147468.93139266968
418,150110.6581993103
419,70427.94189071655
420,137427.76347732544
421,172306.35570144653
422,138119.1023902893
423,76234.96510887146
424,149698.90839767456
425,85937.99140739441
426,158534.0555343628
427,156857.56184387207
428,149290.842502594
429,82731.78606796265
430,117336.0759010315
431,154552.54417037964
432,140197.30894470215
433,73602.18628120422
434,157678.89002990723
435,159961.62717056274
436,126011.26071929932
437,125379.23793792725
438,115024.17401695251
439,139514.3427848816
440,88083.65532112122
441,123833.2930431366
442,137921.47398757935
443,140607.16496658325
444,130513.83797264099
445,87010.8165102005
446,129556.22760391235
447,102428.55093383789
448,155866.0047531128
449,72517.87732315063
450,73033.50886535645
451,136164.1329345703
452,182907.79515457153
453,141852.04031944275
454,96533.41403198242
455,138215.65383529663
456,118912.93896484375
457,144516.62731170654
458,116509.80186653137
459,136600.47108459473
460,152876.24642181396
461,102601.35094833374
462,159108.24593353271
463,145594.81428527832
464,107241.21593856812
465,171732.85472297668
466,176080.35125541687
467,133256.5142364502
468,153498.43660354614
469,108798.40368652344
470,138090.81196975708
471,151318.8554763794
472,137876.7381439209
473,155333.6302986145
474,145924.27683639526
475,105267.91353988647
476,138397.58242797852
477,147075.18648719788
478,111073.73480987549
479,93884.38412857056
480,121563.63555908203
481,178399.66185760498
482,180499.04008483887
483,126800.07284736633
484,128939.09593009949
485,114495.11891365051
486,141516.3160381317
487,137348.6164894104
488,95102.34098434448
489,153645.03440856934
490,152528.1632118225
491,122147.03101348877
492,188308.3868083954
493,139907.2917060852
494,203859.24310302734
495,163267.18994140625
496,114791.70267677307
497,132528.22995376587
498,156385.8303413391
499,168661.89807510376
500,156283.73683166504
501,177890.72593307495
502,72142.45069503784
503,94544.08507156372
504,69479.7275466919
505,166529.96084213257
506,91747.60785293579
507,99049.95797157288
508,114630.96670532227
509,159925.5712299347
510,101133.81651496887
511,162039.19967269897
512,89659.20686721802
513,147988.55352020264
514,139081.46270751953
515,107232.39340209961
516,126449.44218444824
517,101073.18733215332
518,114158.17979431152
519,181087.66231536865
520,119635.11116790771
521,92666.07516098022
522,117887.7759399414
523,129205.13975143433
524,78023.60586166382
525,150383.8952484131
526,157468.61798858643
527,158061.75442886353
528,166457.59372711182
529,167069.56076431274
530,140730.62507629395
531,141974.96719360352
532,78208.45389938354
533,131758.5012512207
534,126032.7771949768
535,158704.81875228882
536,91592.20943450928
537,193835.38440704346
538,114398.94421386719
539,189947.9105796814
540,95825.23563957214
541,152280.8177986145
542,73294.7981300354
543,131885.59336090088
544,179975.10831832886
545,169080.92360687256
546,202532.50796699524
547,165600.27997207642
548,186326.5003490448
549,198911.91250610352
550,128496.60496902466
551,133516.24055099487
552,120304.02164459229
553,194258.74715805054
554,122125.04287338257
555,160309.8015575409
556,110352.99661636353
557,127269.6651687622
558,112315.91732788086
559,100836.11444473267
560,101338.11182975769
561,161853.4287261963
562,215373.27435684204
563,232209.9835357666
564,151997.28033065796
565,184322.87369155884
566,123660.42463684082
567,82167.98425292969
568,135537.87569236755
569,125479.6522769928
570,148258.8537902832
571,169317.75658798218
572,143578.4752883911
573,120660.34428405762
574,203930.3110847473
575,124414.53296089172
576,137343.98782348633
577,193589.32665252686
578,140515.61207199097
579,172833.4560585022
580,160574.59245681763
581,153872.1212272644
582,239398.16522979736
583,134542.94496154785
584,232370.44219589233
585,141840.42366027832
586,215628.91617965698
587,117603.41244888306
588,113031.00625228882
589,174194.56285476685
590,90653.8681640625
591,122558.06999206543
592,150201.13395690918
593,232765.27095794678
594,145107.3675918579
595,238144.15728759766
596,94464.2356338501
597,168919.7858695984
598,186157.41878318787
599,234018.24089050293
600,235133.17157363892
601,75726.76202392578
602,140908.61812210083
603,235352.09777069092
604,250782.30987548828
605,180642.06301116943
606,118080.295753479
607,139875.36308288574
608,156026.1178703308
609,146388.66796875
610,132771.8795337677
611,136731.6599292755
612,233198.27806472778
613,236927.4718284607
614,240366.010307312
615,149677.56752967834
616,170856.69779205322
617,224290.08655929565
618,123738.87434959412
619,75658.43107223511
620,100028.75332641602
621,155509.38131332397
622,254204.72399902344
623,132834.62297821045
624,140514.60525894165
625,145853.50909423828
626,243278.42707824707
627,134643.9784374237
628,107539.09313201904
629,156064.41296768188
630,193421.0218257904
631,134352.80646133423
632,236016.87158203125
633,218123.25913619995
634,241139.4867630005
635,150894.8525428772
636,253550.37813186646
637,237622.55198669434
638,252607.00960159302
639,254714.9231109619
640,249979.01467895508
641,250520.6431274414
642,258340.8759727478
643,245974.79314804077
644,181124.75606155396
645,168398.55101013184
646,247510.1265487671
647,254910.45587539673
648,238453.92892074585
649,120390.4150428772
650,145305.11267089844
651,253538.00806427002
652,249673.1252975464
653,248127.00814437866
654,234210.38189697266
655,232825.4413871765
656,235682.82557678223
657,241355.87739944458
658,249132.46912384033
659,237711.67352294922
660,105437.10717773438
661,229266.8497619629
662,245285.34379577637
663,200830.93856811523
664,91694.13300323486
665,254731.63689804077
666,255749.80883026123
667,253091.23433303833
668,127719.42238998413
669,161276.0795059204
670,148011.30889701843
671,82780.13164710999
672,248787.19905090332
673,249536.87566757202
674,247937.50244903564
675,251480.37085342407
676,235851.38007354736
677,92225.34594917297
678,248779.68899536133
679,237531.5135192871
680,261027.15172958374
681,228902.2571296692
682,104099.99688339233
683,257371.4351348877
684,255026.90005111694
685,177111.8187866211
686,139603.74430084229
687,227778.93607330322
688,255035.2049407959
689,116166.86553001404
690,231127.3321876526
691,253108.70207214355
692,216689.52016067505
693,107286.64057159424
694,255316.55530166626
695,177330.28045654297
696,249269.82767486572
697,236801.56537628174
698,248970.06603240967
699,250680.2717552185
700,160632.39715576172
701,257064.6657180786
702,117539.99909591675
703,238930.44551849365
704,257955.37313079834
705,241798.26267242432
706,153288.94618988037
707,255093.10479354858
708,89814.5408115387
709,250717.15251541138
710,148255.52000808716
711,250446.40657043457
712,252180.20457458496
713,254086.32215499878
714,206848.0474319458
715,247908.23001098633
716,253199.0811958313
717,211385.9558982849
718,257863.32734680176
719,253235.18689727783
720,254351.366191864
721,257928.07730865479
722,163261.88089752197
723,200825.01011657715
724,246248.77573394775
725,249898.11416244507
726,253070.04650497437
727,248260.43752670288
728,180766.4634437561
729,249144.15394210815
730,255543.22269439697
731,254643.20142364502
732,252505.76763534546
733,250358.39793395996
734,136961.17929458618
735,257335.88135147095
736,226853.5687675476
737,253193.26644134521
738,239705.3002128601
739,253654.5422859192
740,161453.09423065186
741,251520.86378479004
742,260393.75778198242
743,249275.20372009277
744,246517.13488388062
745,249327.1294746399
746,237598.1174697876
747,253340.09478759766
748,189050.9743270874
749,242508.18969345093
750,192597.34745407104
751,241588.28105163574
752,240508.71659088135
753,245507.18459701538
754,235612.17249679565
755,252568.03730392456
756,198257.45936203003
757,251020.25664901733
758,235047.4704360962
759,242362.07189559937
760,254397.43231582642
761,242979.08504104614
762,247244.57138061523
763,243967.13873291016
764,255250.98232650757
765,251848.20930862427
766,250372.2359275818
767,242735.59690475464
768,219227.75190353394
769,119377.39875793457
770,151518.23402404785
771,248945.80842971802
772,253132.39709854126
773,238981.8321533203
774,241918.6770515442
775,245483.9739227295
776,217548.88990402222
777,176892.96439361572
778,147466.99199295044
779,248408.85607910156
780,253850.8335571289
781,252015.41506958008
782,247251.2424507141
783,243726.09257888794
784,248460.40878295898
785,246461.65034484863
786,243940.1028289795
787,245046.61149597168
788,247616.13621902466
789,251842.67000961304
790,244444.96836090088
791,244169.53356170654
792,245131.4376373291
793,249529.49821090698
794,241841.04210662842
795,242757.05345535278
796,250154.6805419922
797,250862.46559524536
798,249949.5803718567
799,253906.1304397583
800,251790.9426612854
801,242807.5309906006
802,188498.1601638794
803,253964.18363189697
804,180415.85565185547
805,247113.9365234375
806,251250.33658599854
807,254180.4308166504
808,255947.6238899231
809,252413.98543548584
810,238715.93577957153
811,255660.4363975525
812,247223.12435913086
813,247242.58055496216
814,250338.6171836853
815,257052.8554649353
816,249242.73051452637
817,244363.47219467163
818,258235.69368362427
819,252304.5096435547
820,251879.0641784668
821,252180.17820358276
822,256929.98226165771
823,245436.43691253662
824,248471.4314918518
825,132913.37746429443
826,257463.25116348267
827,251779.52868270874
828,129990.99979019165
829,261406.41189956665
830,258286.2033882141
831,250935.64026260376
832,144340.1406059265
833,264618.78062820435
834,189534.75721740723
835,124346.59397506714
836,252241.14916610718
837,137978.54280090332
838,257454.78131484985
839,254461.8574295044
840,258545.23426818848
841,71691.56044006348
842,90270.8035697937
843,203385.04054641724
844,224457.74465560913
845,254922.09729385376
846,256147.7932662964
847,259631.73056793213
848,187334.94052696228
849,254241.26281356812
850,255607.81634140015
851,250036.39260101318
852,115102.22903442383
853,256024.1413192749
854,258554.828666687
855,114635.42314147949
856,178137.05173492432
857,168381.67767333984
858,144120.6088142395
859,253583.05536270142
860,259212.70427703857
861,258767.8531074524
862,255258.0023574829
863,256451.13836288452
864,252190.40800094604
865,260707.37824630737
866,248017.7185974121
867,242957.39736938477
868,256005.109085083
869,185076.13325881958
870,257243.42440795898
871,229784.6876525879
872,141704.9538078308
873,253475.76640701294
874,199654.0470161438
875,117403.57506752014
876,257010.71365737915
877,252624.29610061646
878,260765.8346710205
879,259040.9517097473
880,259118.7678604126
881,252255.52499771118
882,258512.53164672852
883,255344.96812057495
884,251072.3299217224
885,125154.5655670166
886,252296.03825759888
887,255453.07550048828
888,257158.60000610352
889,254164.23321914673
890,256729.598613739
891,255614.7899055481
892,140774.97610092163
893,251547.52466583252
894,253172.2805328369
895,258661.27852630615
896,248971.14720535278
897,252499.72290420532
898,255505.48153686523
899,258246.0347175598
900,260865.83588790894
901,252862.5385131836
902,250015.02451324463
903,252802.60661315918
904,259391.1813735962
905,255029.77738189697
906,253091.77096557617
907,252914.95375823975
908,261151.82054138184
909,256937.52687835693
910,261434.12089157104
911,259898.23304367065
912,261467.18817138672
913,258963.19262313843
914,249983.54697036743
915,250430.00272369385
916,255509.8486404419
917,244690.36051940918
918,260241.57553100586
919,261273.48261642456
920,261475.98137664795
921,254447.4773826599
922,109455.43761444092
923,259769.77770996094
924,261792.6432800293
925,134359.4379234314
926,259512.89632034302
927,261317.79467391968
928,258488.0689239502
929,258635.54795074463
930,258446.8906211853
931,259919.09617996216
932,261400.70330810547
933,260312.22590255737
934,256445.28631591797
935,253727.03610610962
936,257783.67629241943
937,262135.0266342163
938,260867.8018798828
939,260942.29504013062
940,258135.37589263916
941,259416.118019104
942,254496.93445587158
943,260049.37385177612
944,260368.17013168335
945,258218.79417037964
946,249422.4197883606
947,261289.07315444946
948,261354.49285125732
949,223371.65172958374
950,160700.0820465088
951,245261.44778823853
952,260428.82035827637
953,261750.4054107666
954,155781.42208099365
955,261146.87690353394
956,259408.35300445557
957,239716.22020721436
958,262085.37288665771
959,130477.55777359009
960,255179.21955490112
961,216814.54148864746
962,177715.60461235046
963,259242.2661781311
964,259236.40390396118
965,253430.66706466675
966,81943.96666908264
967,257557.8987159729
968,177533.92832946777
969,136051.75719451904
970,258312.5435180664
971,257581.39331436157
972,258118.60385513306
973,257708.94388198853
974,259516.35767364502
975,98067.58478927612
976,250136.6104736328
977,252801.88786697388
978,257926.75133895874
979,252538.11603164673
980,257827.45764923096
981,252878.10371398926
982,258334.51594924927
983,250555.4976463318
984,233388.73989486694
985,259243.05099487305
986,259924.88052368164
987,218939.25847244263
988,259901.6162223816
989,258957.45625686646
990,251723.27221679688
991,260225.11811828613
992,260157.22604751587
993,254945.43434143066
994,252346.6238899231
995,254028.1855392456
996,179211.176738739
997,261202.48553466797
998,259438.77096176147
999,241622.51055145264
1000,260430.44368362427
1001,253109.7562942505
1002,259526.84177017212
1003,258425.84009170532
1004,254578.93241119385
1005,173604.29180145264
1006,261586.29598236084
1007,261353.51021957397
1008,256455.57263565063
1009,169680.3715133667
1010,253820.0015258789
1011,261039.96817016602
1012,261977.7844581604
1013,254081.5403366089
1014,254167.97427749634
1015,260830.25295257568
1016,126752.92658805847
1017,210387.98904418945
1018,112995.61925888062
1019,262798.7882156372
1020,262521.8340110779
1021,259213.7541847229
1022,260833.60607147217
1023,258872.35242462158
1024,253093.39183425903
1025,252564.06816101074
1026,121698.39385986328
1027,250581.27587127686
1028,152697.58195114136
1029,257315.60554885864
1030,258625.3215751648
1031,259013.73258209229
1032,261698.4877090454
1033,256632.03726959229
1034,227061.67224121094
1035,252637.9400138855
1036,251033.25465774536
1037,192441.79160308838
1038,261593.94832611084
1039,256873.57292938232
1040,251714.8633003235
1041,261867.2919845581
1042,260519.51386642456
1043,81973.3459739685
1044,243607.97687911987
1045,262131.97762680054
1046,258279.85466003418
1047,240029.26294326782
1048,261326.55113601685
1049,258476.200466156
1050,262323.899017334
1051,255830.07744979858
1052,259087.47233581543
1053,261096.66891098022
1054,131471.37839508057
1055,259067.2491798401
1056,259663.00783538818
1057,259646.55100250244
1058,263435.67583084106
1059,127300.10366821289
1060,256682.27756881714
1061,256784.43321228027
1062,258489.17462539673
1063,228174.44873046875
1064,263140.3559989929
1065,87989.95779418945
1066,161348.34956741333
1067,255727.8887939453
1068,140117.76400375366
1069,252537.10052490234
1070,179946.26316452026
1071,257553.40717697144
1072,248147.99040603638
1073,257528.6011238098
1074,258727.6075668335
1075,97558.40087509155
1076,249549.89763641357
1077,82247.43418502808
1078,261016.61232757568
1079,259435.2611579895
1080,254513.16062164307
1081,253141.31356048584
1082,193971.141456604
1083,255823.72806930542
1084,120006.93643951416
1085,169624.70639801025
1086,258589.92261886597
1087,97402.67567062378
1088,112397.57576751709
1089,128401.56869506836
1090,260470.61428833008
1091,256955.64461898804
1092,257149.60245513916
1093,258662.30582809448
1094,260212.4252090454
1095,260785.70641708374
1096,261873.19667816162
1097,258535.00030517578
1098,253024.06796646118
1099,102035.3122215271
1100,256732.17028045654
1101,165030.17637634277
1102,257543.06437301636
1103,253910.98766326904
1104,249537.0506515503
1105,211646.22870635986
1106,264859.02755355835
1107,259787.96419906616
1108,250517.27723693848
1109,260065.1562652588
1110,257341.7275543213
1111,181330.8346233368
1112,99041.45741653442
1113,81424.38103294373
1114,253015.26720428467
1115,257373.54238510132
1116,99353.62043380737
1117,80387.4757270813
1118,164015.44008636475
1119,245542.11794662476
1120,256062.91975784302
1121,258875.8653678894
1122,106850.17420959473
1123,235766.26503181458
1124,199987.6211128235
1125,150026.6679496765
1126,152890.96368789673
1127,251072.50436401367
1128,241991.98740005493
1129,260994.68104171753
1130,256454.84199905396
1131,260375.57090377808
1132,115557.48731994629
1133,125375.91212081909
1134,76484.22053146362
1135,179885.89206695557
1136,260940.54738616943
1137,253102.74196624756
1138,188686.5609855652
1139,261751.80391311646
1140,262667.2283821106
1141,145169.43575668335
1142,260542.4782333374
1143,99534.403175354
1144,219564.7348098755
1145,261161.17917633057
1146,141487.05129623413
1147,258559.01640319824
1148,257786.87754440308
1149,260039.67608261108
1150,258836.5859413147
1151,259200.28079986572
1152,261345.6932067871
1153,273798.9180831909
1154,263000.78477859497
1155,258541.11964035034
1156,134637.95930480957
1157,245707.14263916016
1158,259235.6364555359
1159,257198.9390335083
1160,252919.7618560791
1161,255531.8802871704
1162,258627.9248161316
1163,255530.07466506958
1164,261143.7407722473
1165,258593.35508728027
1166,258738.37994384766
1167,258668.7719230652
1168,93942.96089363098
1169,265352.88246536255
1170,251762.070602417
1171,237121.58710479736
1172,246200.5877571106
1173,260006.0090713501
1174,249047.3550643921
1175,262181.0400009155
1176,259558.30351257324
1177,262139.7110824585
1178,191185.98571777344
1179,249822.99654769897
1180,262354.2479286194
1181,260753.11750030518
1182,261263.56141662598
1183,260628.81378555298
1184,255519.0119934082
1185,261834.6333770752
1186,256091.64317321777
1187,94399.85990905762
1188,262134.69791030884
1189,261110.41833496094
1190,252234.43774032593
1191,261241.77921295166
1192,246325.07801818848
1193,266190.96910858154
1194,262844.7057418823
1195,249484.20735931396
1196,257537.00832748413
1197,199187.707157135
1198,257476.83535766602
1199,264741.56397628784
1200,261215.72156143188
1201,257795.1092185974
1202,261695.93453598022
1203,256690.9524307251
1204,263140.49869537354
1205,201226.83975601196
1206,263233.0436935425
1207,258156.37186813354
1208,264141.55042266846
1209,261166.65786361694
1210,263032.10523986816
1211,220708.94736099243
1212,258819.75829315186
1213,261941.27993392944
1214,252767.82136917114
1215,259413.87049102783
1216,259718.34955978394
1217,242684.35342788696
1218,260930.52883911133
1219,260340.53463363647
1220,261303.96910476685
1221,261184.57038116455
1222,258964.3189163208
1223,75884.17000198364
1224,259000.1986503601
1225,259768.441532135
1226,109822.98305892944
1227,258124.43950653076
1228,260748.57249450684
1229,260880.34229660034
1230,258571.1519126892
1231,256817.15379714966
1232,218136.51483154297
1233,120645.3865890503
1234,167342.4984779358
1235,164884.98628234863
1236,119113.07678604126
1237,259277.54802703857
1238,135841.82293701172
1239,256949.41311264038
1240,257355.03636550903
1241,258124.51610946655
1242,123374.55303192139
1243,175272.93733596802
1244,247686.5671043396
1245,264172.88245391846
1246,258835.10109710693
1247,262755.17182159424
1248,142665.18759536743
1249,91957.3915939331
1250,250760.56536483765
1251,264106.8772468567
1252,122825.06041526794
1253,160987.34528160095
1254,266263.1939506531
1255,124019.71101379395
1256,92487.33460617065
1257,123844.1103477478
1258,127409.86714553833
1259,77670.90060424805
1260,221300.79523658752
1261,88714.23641777039
1262,87803.2921962738
1263,104946.5778503418
1264,267526.4494819641
1265,267612.52334594727
1266,267207.1280403137
1267,260023.93421554565
1268,259133.13147735596
1269,149372.31230163574
1270,242591.77207183838
1271,265911.7403793335
1272,266957.63945770264
1273,263612.658744812
1274,264302.4006729126
1275,257733.09115219116
1276,260585.14373397827
1277,226131.4323348999
1278,263404.66246032715
1279,261336.1300201416
1280,259025.16051864624
1281,261125.11016845703
1282,262231.9666748047
1283,261015.71146774292
1284,95667.6339225769
1285,266854.01429748535
1286,261856.20390701294
1287,260528.3150291443
1288,257106.73281478882
1289,265686.77310562134
1290,263828.08657836914
1291,207005.3500328064
1292,253528.72914886475
1293,263590.68685150146
1294,264981.6266365051
1295,261988.9259185791
1296,262343.71670913696
1297,261210.61763000488
1298,105766.77492904663
1299,185613.10934829712
1300,253646.08420181274
1301,262750.69244766235
1302,136255.18515968323
1303,252414.4268989563
1304,260589.98225784302
1305,252095.63512039185
1306,157328.21640396118
1307,261890.9238243103
1308,237227.97621917725
1309,258837.0292892456
1310,261658.25650405884
1311,88808.74716949463
1312,262367.1134490967
1313,260269.27396011353
1314,258837.29245376587
1315,192191.88018798828
1316,233321.03648376465
1317,194587.70470428467
1318,229402.33814239502
1319,176467.0461730957
1320,119253.61155891418
1321,87504.70725631714
1322,256865.17895126343
1323,103134.35821151733
1324,262804.08742904663
1325,258781.43937683105
1326,267529.4065322876
1327,98027.367685318
1328,253355.39854431152
1329,258054.698802948
1330,261265.87170791626
1331,259098.61516952515
1332,259771.56287002563
1333,256830.3426399231
1334,127553.51504898071
1335,60908.78749847412
1336,95127.23132324219
1337,262393.85342788696
1338,264213.53677368164
1339,264093.8577003479
1340,264800.3037033081
1341,260058.73392868042
1342,187206.18058395386
1343,256733.19368362427
1344,249702.2343635559
1345,140899.4191417694
1346,261511.2905921936
1347,167774.69777679443
1348,146118.80533981323
1349,257645.81924819946
1350,254787.07497787476
1351,260968.55657196045
1352,202081.32065582275
1353,262658.4564552307
1354,258358.00769805908
1355,264438.8861541748
1356,84599.33700942993
1357,265296.7168960571
1358,168935.16903305054
1359,183466.75643920898
1360,270393.7534866333
1361,165288.88693618774
1362,265475.25954818726
1363,198282.4798965454
1364,243187.12817764282
